Name  BindingEnergy(kcal/mol)
Pt_1.53  -32.94
Pt_15.32  -45.35
Pt_15.38  -52.21
Pt_1.54  -32.35
Pt_1.55  -32.23
Pt_15.50  -39.99
Pt_15.54  -33.66
Pt_15.58  -47.00
Pt_1.56  -32.58
Pt_15.61  -44.24
Pt_15.68  -38.11
Pt_1.57  -32.87
Pt_15.71  -25.24
Pt_1.58  -32.55
Pt_1.59  -32.50
Pt_1.60  -32.96
Pt_1.61  -32.37
Pt_16.18  -28.1064
Pt_1.62  -32.47
Pt_16.20  -35.4543
Pt_16.22  -23.4269
Pt_16.23  -11.2615
Pt_16.24  -29.9529
Pt_16.36  -40.7805
Pt_16.37  -36.7113
Pt_1.64  -33.65
Pt_16.44  -43.3009
Pt_1.65  -34.34
Pt_1.66  -31.53
Pt_1.68  -32.32
Pt_1.69  -31.71
Pt_1.70  -32.38
Pt_1.71  -23.2364
Pt_17.71  -31.2744
Pt_18.18  -21.1157
Pt_18.19  -32.8136
Pt_18.20  -29.1649
Pt_18.21  -23.4145
Pt_18.23  -19.9072
Pt_18.24  -26.5669
Pt_18.25  -26.1379
Pt_18.26  -30.1411
Pt_18.28  -24.3864
Pt_18.30  -15.3419
Pt_18.31  -31.9078
Pt_18.37  -45.331
Pt_18.41  -29.9698
Pt_18.70  -30.4989
Pt_18.71  -21.8383
Pt_19.19  -46.81
Pt_19.21  -43.57
Pt_19.24  -39.59
Pt_19.25  -44.60
Pt_19.26  -43.36
Pt_19.27  -45.23
Pt_19.37  -45.5595
Pt_19.54  -45.61
Pt_19.66  -45.95
Pt_20.25  -39.40
Pt_20.26  -44.94
Pt_20.27  -42.71
Pt_2.10  -46.05
Pt_2.11  -43.80
Pt_2.12  -44.73
Pt_21.21  -36.24
Pt_21.23  -25.0641
Pt_21.24  -36.23
Pt_21.25  -35.81
Pt_21.26  -37.76
Pt_21.27  -37.70
Pt_2.13  -45.38
Pt_2.14  -45.07
Pt_2.15  -42.77
Pt_21.50  -44.63
Pt_21.51  -41.82
Pt_21.54  -41.44
Pt_21.55  -42.09
Pt_21.56  -42.74
Pt_21.59  -42.39
Pt_21.60  -42.82
Pt_21.66  -41.11
Pt_21.71  -28.0843
Pt_2.2  -48.91
Pt_2.22  -43.2759
Pt_22.22  -6.7078
Pt_22.24  -43.4849
Pt_22.28  -34.1801
Pt_22.37  -20.9306
Pt_22.41  -30.5177
Pt_22.46  -29.1925
Pt_2.25  -42.10
Pt_2.26  -45.10
Pt_22.66  -42.5577
Pt_2.27  -47.99
Pt_22.71  -21.6325
Pt_2.32  -50.05
Pt_23.23  -35.7664
Pt_23.24  -29.4569
Pt_23.25  -26.3058
Pt_23.26  -17.7036
Pt_23.30  -26.0396
Pt_23.35  -30.8452
Pt_23.36  -29.1608
Pt_23.41  -45.2711
Pt_23.44  -40.6604
Pt_23.45  -29.4747
Pt_23.54  -24.3582
Pt_23.66  -37.0289
Pt_23.71  -13.4021
Pt_2.38  -50.42
Pt_24.24  -39.58
Pt_24.25  -36.82
Pt_24.26  -36.05
Pt_24.27  -36.73
Pt_24.50  -43.73
Pt_24.54  -39.88
Pt_24.55  -46.95
Pt_24.56  -43.96
Pt_24.58  -43.73
Pt_24.60  -39.30
Pt_24.65  -39.45
Pt_24.66  -39.39
Pt_24.70  -38.09
Pt_24.71  -19.0292
Pt_2.50  -48.62
Pt_25.26  -39.17
Pt_25.49  -46.58
Pt_25.50  -43.58
Pt_25.51  -43.02
Pt_25.52  -44.04
Pt_25.54  -42.37
Pt_25.55  -44.18
Pt_25.56  -44.75
Pt_25.57  -44.09
Pt_25.58  -44.51
Pt_25.59  -44.23
Pt_25.60  -43.30
Pt_25.61  -42.94
Pt_25.64  -45.88
Pt_25.65  -43.44
Pt_25.66  -42.68
Pt_25.71  -28.85
Pt_2.58  -48.86
Pt_2.6  -46.24
Pt_2.61  -48.95
Pt_26.26  -43.08
Pt_26.27  -42.48
Pt_26.46  -48.27
Pt_26.47  -45.65
Pt_26.50  -47.17
Pt_26.51  -45.36
Pt_26.53  -44.57
Pt_26.54  -45.15
Pt_26.55  -46.56
Pt_26.56  -47.36
Pt_26.58  -47.25
Pt_26.59  -47.40
Pt_2.66  -47.06
Pt_26.60  -45.14
Pt_26.61  -47.42
Pt_26.62  -46.31
Pt_26.65  -48.57
Pt_26.66  -45.82
Pt_26.71  -31.73
Pt_2.68  -48.44
Pt_2.71  -32.54
Pt_27.27  -39.26
Pt_27.49  -51.43
Pt_27.50  -44.73
Pt_27.51  -43.38
Pt_27.52  -44.79
Pt_27.53  -46.62
Pt_27.54  -42.99
Pt_27.55  -43.90
Pt_27.56  -43.70
Pt_27.57  -44.36
Pt_27.58  -44.83
Pt_27.59  -45.19
Pt_27.60  -42.82
Pt_27.62  -44.93
Pt_27.63  -47.34
Pt_27.64  -45.75
Pt_27.65  -45.44
Pt_27.66  -44.47
Pt_27.68  -46.26
Pt_27.69  -46.89
Pt_27.70  -46.84
Pt_27.71  -31.08
Pt_28.41  -40.9431
Pt_28.71  -25.8495
Pt_2.9  -44.17
Pt_30.37  -31.19
Pt_30.41  -40.3788
Pt_30.68  -35.50
Pt_30.71  -27.8172
Pt_3.12  -45.79
Pt_3.16  -38.4987
Pt_32.32  -52.29
Pt_32.38  -52.40
Pt_32.50  -50.65
Pt_32.58  -52.51
Pt_32.61  -52.63
Pt_32.68  -52.72
Pt_32.71  -33.27
Pt_34.37  -54.44
Pt_3.71  -32.0735
Pt_37.49  -52.35
Pt_37.71  -33.3806
Pt_38.38  -52.29
Pt_38.50  -51.85
Pt_38.58  -52.32
Pt_38.61  -52.93
Pt_38.68  -52.09
Pt_38.71  -33.92
Pt_4.12  -27.15
Pt_4.13  -26.08
Pt_4.14  -28.2515
Pt_41.47  -49.96
Pt_4.15  -12.2959
Pt_4.16  -21.3939
Pt_4.17  -27.0377
Pt_4.18  -19.4475
Pt_4.20  -31.8131
Pt_4.21  -23.2555
Pt_4.22  -23.0452
Pt_4.23  -16.7096
Pt_4.24  -21.4012
Pt_4.25  -24.8293
Pt_4.26  -27.52
Pt_4.27  -28.69
Pt_4.28  -24.2001
Pt_4.31  -24.8802
Pt_4.37  -31.8108
Pt_44.51  -51.31
Pt_4.5  -26.4905
Pt_4.6  -24.343
Pt_4.71  -17.0767
Pt_47.71  -33.4418
Pt_4.8  -17.3695
Pt_48.70  -52.67
Pt_4.9  -27.64
Pt_50.50  -49.16
Pt_50.51  -47.84
Pt_50.52  -48.49
Pt_50.53  -48.04
Pt_50.57  -49.55
Pt_50.58  -48.85
Pt_50.61  -48.69
Pt_50.63  -50.81
Pt_50.64  -51.15
Pt_50.65  -52.10
Pt_50.66  -46.10
Pt_50.68  -48.45
Pt_50.69  -49.67
Pt_50.71  -29.60
Pt_5.10  -40.42
Pt_5.12  -38.99
Pt_5.13  -39.39
Pt_51.66  -44.68
Pt_51.71  -28.4952
Pt_5.23  -22.6423
Pt_5.24  -35.81
Pt_5.25  -41.15
Pt_52.52  -46.95
Pt_52.54  -46.18
Pt_52.55  -47.02
Pt_52.57  -48.61
Pt_52.59  -49.05
Pt_5.26  -39.20
Pt_52.60  -48.62
Pt_52.61  -48.91
Pt_52.64  -50.43
Pt_52.69  -48.52
Pt_5.27  -41.11
Pt_53.53  -47.53
Pt_53.54  -47.03
Pt_53.55  -47.85
Pt_53.56  -48.68
Pt_53.57  -49.31
Pt_53.58  -49.25
Pt_53.59  -48.60
Pt_53.60  -49.12
Pt_53.62  -49.20
Pt_53.63  -50.37
Pt_53.65  -51.39
Pt_53.69  -48.83
Pt_5.37  -44.9091
Pt_54.66  -44.54
Pt_54.71  -28.4068
Pt_55.55  -47.36
Pt_55.56  -47.63
Pt_55.57  -48.74
Pt_55.58  -48.27
Pt_55.60  -49.04
Pt_55.61  -47.85
Pt_55.62  -49.45
Pt_55.64  -50.32
Pt_55.65  -50.78
Pt_55.66  -45.40
Pt_55.67  -46.48
Pt_55.69  -48.76
Pt_55.71  -29.0207
Pt_56.56  -49.30
Pt_56.59  -49.23
Pt_56.60  -50.00
Pt_56.61  -48.90
Pt_56.63  -51.61
Pt_56.64  -51.43
Pt_56.65  -51.74
Pt_56.67  -46.82
Pt_56.71  -29.3794
Pt_57.71  -29.5225
Pt_58.58  -49.93
Pt_58.59  -49.57
Pt_58.60  -50.34
Pt_58.61  -49.10
Pt_58.63  -51.17
Pt_58.65  -52.06
Pt_58.66  -46.53
Pt_58.68  -49.54
Pt_58.69  -49.79
Pt_58.71  -29.71
Pt_5.9  -37.44
Pt_59.59  -50.36
Pt_59.62  -50.02
Pt_59.64  -51.90
Pt_59.65  -52.38
Pt_59.66  -46.63
Pt_59.67  -48.33
Pt_60.66  -46.03
Pt_60.71  -29.8751
Pt_6.14  -40.63
Pt_6.15  -31.82
Pt_6.16  -30.8097
Pt_61.61  -51.16
Pt_61.62  -50.18
Pt_61.64  -52.29
Pt_61.66  -47.27
Pt_61.68  -49.62
Pt_61.69  -49.89
Pt_61.71  -30.46
Pt_62.63  -52.76
Pt_62.64  -52.51
Pt_62.65  -53.00
Pt_62.66  -47.05
Pt_62.67  -49.36
Pt_62.69  -51.11
Pt_6.32  -45.42
Pt_63.63  -52.44
Pt_63.65  -53.73
Pt_63.66  -47.95
Pt_63.69  -52.45
Pt_6.38  -46.21
Pt_6.50  -45.37
Pt_6.58  -45.40
Pt_6.6  -41.06
Pt_6.61  -45.94
Pt_66.66  -42.99
Pt_66.70  -48.08
Pt_66.71  -27.3807
Pt_6.68  -43.89
Pt_6.71  -27.88
Pt_6.8  -43.2328
Pt_68.68  -47.92
Pt_68.71  -29.11
Pt_6.9  -37.06
Pt_69.71  -28.7307
Pt_70.71  -27.8216
Pt_71.71  -18.23
Pt_7.22  -26.6273
Pt_7.23  -30.4716
Pt_7.71  -29.1339
Pt_7.8  -18.2396
Pt_8.10  -30.8911
Pt_8.13  -22.2253
Pt_8.14  -41.8454
Pt_8.16  -25.2121
Pt_8.18  -18.8334
Pt_8.20  -15.1876
Pt_8.21  -16.5883
Pt_8.22  -21.81
Pt_8.23  -14.7685
Pt_8.24  -23.8026
Pt_8.25  -22.636
Pt_8.26  -18.1004
Pt_8.27  -36.45
Pt_8.30  -28.8887
Pt_8.35  -43.247
Pt_8.37  -47.9894
Pt_8.41  -36.6104
Pt_8.43  -40.70
Pt_8.45  -33.738
Pt_8.71  -28.9335
Pt_8.8  -14.2815
Pt_8.9  -25.2803
Pt_9.10  -41.13
Pt_9.13  -40.19
Pt_9.14  -41.30
Pt_9.15  -34.75
Pt_9.19  -43.32
Pt_9.20  -40.70
Pt_9.21  -38.66
Pt_9.22  -25.19
Pt_9.23  -16.5453
Pt_9.24  -37.94
Pt_9.25  -37.34
Pt_9.28  -36.13
Pt_9.32  -45.66
Pt_9.38  -47.94
Pt_9.49  -47.43
Pt_9.50  -43.96
Pt_9.51  -42.88
Pt_9.52  -43.89
Pt_9.53  -44.99
Pt_9.54  -43.27
Pt_9.55  -43.72
Pt_9.56  -44.31
Pt_9.57  -43.81
Pt_9.58  -45.06
Pt_9.59  -44.34
Pt_9.60  -43.45
Pt_9.61  -44.19
Pt_9.62  -45.54
Pt_9.63  -44.85
Pt_9.64  -46.40
Pt_9.65  -43.85
Pt_9.66  -43.81
Pt_9.68  -44.31
Pt_9.69  -43.80
Pt_9.70  -43.54
Pt_9.71  -29.39
Pt_9.9  -39.65
